review_title,review_text,sentiment
Worth the money,very good product at this price range though it is internal flipkart brand quality is really good and experience for last 1 week is really nicegood heating easy control and easy to install,positive
Wonderful,good product with good price range and the best part is it comes with all attachments and rods that requires for various cooking methods,positive
Value-for-money,its a value for money product if bought under 3k i got under 25k in bbd sale and probably the best option if you cant afford the convection microwaves those worth 7kdont expect golden brown toping of pizza in non convection ovens,positive
Mind-blowing purchase,awesome productit is working properly and packing was very nice and delivery boy was very pleasant,positive
Nice product,i recd the product in 2 days its compacf and perfect for table top sizethe first thing i baked was banana bread and turnd out amazingeasy controlseasy manual and good quality,positive
Wonderful,cooked well space inside is good easy to operate trays tongs provided sufficiently 1star less cause of the manual knobs layout digital or semiautomatic could have better to use rest all good delivery packaging was great,Positive
Perfect product!,my first experience buying otg on flipkark its awesome good packing and im using it from 1 week now i baked cake cookies cup cakes chilli chicken dry sheek kabab pizza cheese pasta my husband and kids r so happy i have more plans to cook ferther lol so dont think twice just go for it friends in this price 2449 u dont get a otg like this anywhere else,positive
Excellent,great product now i can eat healthy food pizza sandwich cake and many more item marq quality is very good,positive
Value-for-money,good product timely delivery good quality so far so good need to check customer servicewarranty if and when required,positive
Perfect product!,a very good product i am really happy to make things at home and very much rightly priced,positive
Value-for-money,its a good one in this price range,positive
Terrific,very good product,positive
Fabulous!,heat is evenly distributed satisfied with results,positive
Just wow!,this is fantastic otg at this price tag i tried cookies first time and you decide it buy or not,positive
Simply awesome,awesome product,positive
Super!,excellent productvery happy by this purchase ,positive
Wonderful,been using it for more than a year still works perfectlymade a lot of cakes cookies brownies and bread,neutral
Waste of money!,my otg stopped working with in 2 months of purchase i raised a complaint and mo response from flipkart side no one attended my compiant till date,Negative
Fabulous!,very good product tried many itemsand its working superbthank you ,Positive
Awesome,super user friendly ,Positive
Absolute rubbish!,want to return the item but flipkart not ready to acceptshowing rules which r not present at the time of purchase,negative
Brilliant,excellent product performance unbelievablejust go for it really awesome product,positive
Wonderful,it works good writing review after two weeks it s doing it s job wellwe tried grilled chicken cookies pizza i never expected grill cook what we ll in 60 min you can go for it,positive
Best in the market!,as compared to other brandi think marq is a trustedi watch some you tube videos before operating thiseasy and fast i bake a cake cookies and bake fish alsocome out very very tastysuperb productand i added this review after 2 years full use of this product even after 2 years this product is working properlyso trusted brand,Positive
Simply awesome,awesome otg,positive
Highly recommended,awesome product i love it ,positive
Super!,good for grilling and toasting,positive
Worth the money,review after 1 year of purchase nice product easy to use light weightworking fine till now,positive
Nice product,the product is excellent,positive
Good,otg is goodonly drawback is they dont provides recipe book with otg hence it becomes more difficult to google the exact temperature and timing for a dishalthough we tried multiple dishes some of them grilled too much or few of them not baked properly from insidetherefore for the first timer it is very difficult to make dish without instructions,negative
Perfect product!,best otg in this price range suitable for small family and beginners for baking go for it,positive
Best in the market!,very good,positive
Awesome,keep baking tray at central portion of oven cavity or else cake get burnt preheat at 200 for 10 min set at 200 degc and bake from upper and bottom heaters 30 to 35 min for cakes,Neutral
Super!,marvellous,Positive
Worth every penny,nice product,Positive
Brilliant,i love it,Positive
Best in the market!,amazing product i tried grilled chicken today first time it has come out so well worth every penny,positive
Terrific,no comments,neutral
Delightful,i love to make cake in my otg ovenvery good product but in this otg oven there is no rotation palte and other clipe like in short very use full for 4 to 5 familymambers,Positive
Good quality product,the otg is fine and a best tool for normal kitchen after using it for 1 months i dont find any problems if you need an otg just go for it,Positive
Must buy!,good product at this price range,positive
Nice product,as espected and working good,positive
Terrific purchase,excellent product good qualitythank you flipkart for such an amazing product,positive
Fabulous!,its worth buying very good for bakers who just started baking attached cookies which made in this otg,
Highly recommended,good for beginners worth buying got it for 2000 awesome deal,positive
Perfect product!,this is my first otg it is awesome,positive
Best in the market!,value for money,positive
Terrific,good,positive
Very poor,i have ordered marq oven for the second time after replacing the first oven due to damage in the door unfortunately i have received the oven same oven second time without even rectifying the issue waste of time and money,negative
Wonderful,very very nice super price,positive
Good,after using it for a good 6 months the main problem with this oven is the temperature calibration which is very important for baking anything it is not even close to being accurate and i had to buy an oven thermometer to find the exact temperature also the thermostat seems unreliable as the temperature knob placed at 1 point on the oven shows different temperatures on different occasions,positive
Terrific,this one is worth for money it surprised my wife with its convenient work and price good,positive
Perfect product!,just go for it very nice otg in 2000 i bought it in big billion days pizza taste is amazing,positive
Super!,good product good company for a small it is completely right product 18 lit good service flipkart and ekart,positive
Waste of money!,product quality is very bad once i start the oven initial 20sec on there after its automatically off and its not onvery bad experience i had,negative
Perfect product!,fully satisfied,positive
Great product,super ,positive
Worthless,very poor result after uses,Negative
Terrific,very good productloved it,positive
Absolute rubbish!,low quality returned,negative
Great product,awesome,
Brilliant,nice,positive
Best in the market!,best product,positive
Just wow!,cooked choco lava cake in it it turned out amazing great buy at such price,positive
Delightful,great product better than i expected cooks evenly attachment received as described gave it 4 only because of 1 short coming the power cable is very short you may need an extension if your plug point is not close enough,positive
Must buy!,a very useful thing for home good otg by marq,positive
Value-for-money,nice i m giving genuine review value for money after 1day use,positive
Really Nice,just amazing,positive
Perfect product!,works wonderful those who want to purchase an otg for them its a perfect piece with complete set,positive
Simply awesome,nice,positive
Does the job,not safe for childrens available homegetting heat in outer panel not able to open the door getting over heat,negative
Perfect product!,nice product,Positive
Decent product,good condition,positive
Mind-blowing purchase,awesome,positive
Great product,bhai paisa vasool on day oneexceptional built qualitym u s t b u y ,positive
Fabulous!,excellent product in this price range currentlyreceived the item with all accessories without any damage and scratch in next day deliveryit is light in weight but finishing and design is eye catchingeasy functions with thermostat and also easy to cleanwill update the durability,positive
Must buy!,good product,Positive
Just wow!,amazing worth buying at low cost go for it ,positive
Worst experience ever!,bed,negative
Really Nice,good enough at this priceworth to buy,positive
Terrific,go for it it is the best otg i tried baking cakes in it and they came out very well,positive
Classy product,really good,positive
Best in the market!,very nice product,positive
Awesome,amazing product amzing superb marq thanks flipkart,positive
Mind-blowing purchase,good product for the price does the job and cheaper than other products with the same specs go for it,Positive
Just wow!,budget otg for beginners best happy with performance,positive
Could be way better,very small for even for 4 people,
Terrific,nice product,positive
Classy product,very nice product,positive
Good choice,very good product and flip cart service,Positive
Very Good,probably with this price this is an awesome product 4 star is for look and performance and why not 5 star is because of performance of this otg,Positive
Highly recommended,happy marq products,positive
Super!,awesome productits for my mummyn she is very happy with this flipkart productjust go for it ull not get this in the market at this pricethnk u flipkart,positive
Did not meet expectations,weste product,negative
Not recommended at all,its a humble request to everyone please dont purchase it its useless,negative
Absolute rubbish!,i have not been supplied with users manual contacted with customer care to guide in preparing dishes they simply suggest me to search in google i was unable to know how much time required or time to be set for each dishes after unsatisfactory guidance by customer care executive i followed you tube channel to gather ideas this was not expected from flipcart and their sponsored products,Negative
Does the job,1 star becoz price decreased suddenly after purchasing the product within 2 days1 star delivery let and no one came to guide a demo while they said one person cameproduct is ok,negative
Good choice,its good at this price rangeflipkart should make otg little heavyits like a tin boxbut serve the purpose,positive
Really Nice,satisfied with product,positive
Perfect product!,awesome product its really very good and comfortable price thanks to flipkart,positive
Best in the market!,good oven,positive
Worth every penny,nice product,positive
Best in the market!,really awesome product looking attractive and beautiful product thanks you flip kart for early delivery,positive
Must buy!,looking superb fantastic got in only rs2250working very good,Positive
Just okay,v nice,positive
Fair,this otg makes me happy thank you marq from flipkart,Positive
Brilliant,superb product at this price,positive
Wonderful,product is good and enough for 2 3 peoples timer is hard to adjust once the timer is set we cannot decrease it ,Positive
Worthless,dont buy its nit good nit coming proper temperature waste money,negative
Worth every penny,best budget otg no complaints after almost 2 years,Positive
Don't waste your money,worst,Negative
Must buy!,big enough to make a full grill,
Horrible,very bad,negative
Worthless,very bad,negative
Great product,worth to buy superb quality and time saver product you can back grill in just 1020 minutes even tandoori is possible with this,Positive
Good choice,low budget oven,negative
Absolute rubbish!,2 hours for cocking time dont busy this product,negative
Excellent,good productgood pricethank u flipkurt,positive
Not recommended at all,not work properly no return policy cheating with us,negative
Terrific,very very best product ,positive
Worthless,dont buy this product,negative
Good quality product,the product looks very classy used for a few times and worked welloven heats up quickly easy to use what else do you need within 22k definitely recommended,positive
Awesome,good product,Positive
Worthless,not buy very bad product,negative
Worth every penny,soo nice product thankyou filpkart,positive
Worst experience ever!,it very bad product dont buy this,negative
Simply awesome,amazing product cooked pizza basescakepizzas paneer tikka everything was so perfectly baked loved my cooking experience with this otg ,positive
Worst experience ever!,avg quality not baking uniformly,neutral
Terrific purchase,at this price range its good for beginners vaseline is for size refference,positive
Highly recommended,nice product,positive
Brilliant,1 value for money2packaging was good 3 works very well4 easy to use5 in this price you can not expect more but the build quality is not bad it is actually light weight,
Waste of money!,very bed product,negative
Just wow!,good,positive
Super!,gud,positive
Classy product,nice product worth for money,positive
Utterly Disappointed,don t buy not working properly,negative
Best in the market!,superb purchase,positive
Super!,awesome otgperforms well enough at this price thanks flipkart,positive
Good quality product,amazing product,positive
Worth every penny,very nyc product bcs many articles in this owen other oven cheap n best,positive
Mind-blowing purchase,first otg oven bought mind blowing before using for the 1st time use the oven for 10 to 15 mins without any food it will remove the chemical like smell of the inner part after that it is good to go,positive
Absolute rubbish!,tooo bad,negative
Not recommended at all,worst product money waste,Negative
Terrible product,bad product not satisfy and not good for chicken only good for veg food m returning it but not return ye m waiting sicne more than one week but problem not solved by flipkart,negative
Absolute rubbish!,not stisfied,negative
Must buy!,m loving it super duper awesome ,positive
Simply awesome,nice product as otg oven this is a bujet range product value for money product go for it i baught this itam on 19082020 today 05102021 this review is written my me after using it for 12 years,positive
Terrific purchase,beautiful full product even distribution of heat for both the rods ans items get bakedtoasted uniformly,Positive
Just okay,super,positive
Terrific,perfect for nonlovers ,positive
Simply awesome,good product,positive
Not recommended at all,very bad waste of money not working,negative
Unsatisfactory,take too much time in haeting waste of money,Negative
Very Good,nice design and built in spite of being lightweight pros cheap good accessories good heat insulationcons cooking time is more no light no fan no rotisserie cant expect in this rangeit has a regular 6a 3 pin sufficient length cord 1m saw wrong descriptions in many comments,positive
Highly recommended,product is too good just appropriate for normal household use,positive
Worth every penny,i use it for my restaurant and it works perfectly ,positive
Just wow!,been 2 months now since i bought my 1st oven on flipkart frankly i was a bit sceptical about a new brand but its high ratings value for money tag pushed me to buy it having tried pizzas grilled sandwiches cookies now can say its an awesome easy to use oven full marks on every aspect ,positive
Terrific purchase,5 star for design look finishingfinal review after a week usageafter used it for baking pizza its cooked perfect in 15mins only,positive
Terrific purchase,great product by the way the best otg you can buy in this rangeas per my opinionjust go for it ,positive
Best in the market!,bought this for 2449 in big billion days easy to use and best at this price range,positive
Classy product,good product must buy,positive
Must buy!,superb great product by flipkart at this price range 2599,positive
Perfect product!,just go for it its amazing producti got this 3100rs quality is also good,positive
Highly recommended,it is a value for money,positive
Super!,its simply wowi cant imagine this output in this price without choice go for it budget friendly,Positive
Delightful,good productbut heat is coming outside of oven,Positive
Terrific,easy to make grill and bake,Positive
Awesome,good product,positive
Decent product,our first cookies worth buying will check the durability,positive
Delightful,good product for the price range suitable for beginners ,positive
Worst experience ever!,im order this but heat coming outside that very bad ,negative
Perfect product!,very nice product,positive
Just wow!,worth of moneylittle small but usefulllightweightit will vey effective for small familyso go aheadthank you flipkart for fast delivery and providing quality materials,positive
Don't waste your money,horrible experience the i recieved it i tried making biscuits but while pre heating there was a big spark in the lower rode,negative
Not recommended at all,they are terrible seller if you dont like the product they refuse to take it back,negative
Fair,making veg pizza in first time in this otg,neutral
Really Nice,nice worth for money,positive
Unsatisfactory,bad product not heating properly size is also small compared to other brands,negative
Must buy!,very nice product i am happy that i bought it,positive
Excellent,very nice functionality and build quality,positive
Not recommended at all,takes too much time not good nd its chinese product dont buy it,negative
Worst experience ever!,dont buy its a chinese product also it auto cuts off and the brownie is left uncooked,negative
Terrific,awesome product,positive
Waste of money!,so bad product not working as expected heating quality is not good,negative
Absolute rubbish!,worst,negative
Worthless,worst product ever take too much time to get cook any food either you rost something or grill it will take more than 1 hour i suggest not to buy this,negative
Fabulous!, awesome product with all cooking options ,
Super!,very good product paisa wasul but i have misd bake tray handle,positive
Simply awesome,osam,Positive
Just wow!,very nice product and budget friendly,positive
Wonderful,awesome,positive
Must buy!,awesome product by flipkart,positive
Terrific purchase,excellent ,Positive
Good choice,made in china product ,neutral
Classy product,very good bakes pizzas like pro,Positive
Really Nice,good in this range,positive
Great product,nyc product can go fr it,positive
Highly recommended,a good product with a damage proof packaging happy with flipkart,positive
Best in the market!,i baked an entire chicken turned out to be amazing does its job just fine,Positive
Micro,awesome owen ,positive
Terrific,still i am not use,
Classy product,its good,positive
Pretty good,good for that cost,positive
Simply awesome,not bad is a very good,positive
Must buy!,very good product so nice,positive
Unsatisfactory,using exp of otg is very badheater rods r open nd bad placingno light optionfront glass is not safe can damage any timei will not recommend to any body,negative
Absolute rubbish!,its not a best quality harmful due to rod heat and all the body also heat need to be very careful,Negative
Terrific,its so amazing nice,positive
Fabulous!,baked pizza and grilled chicken tandoori both the dishes came out perfectly fine,
Horrible,very poor producttaking much time to heat anything,Negative
Great product,excellent product,positive
Delightful,nice product,positive
Worst experience ever!,very bad product i will use it only 2time and his timeg switch has not working very bad dublicet product,Negative
Terrific purchase,verry verry gud product thankiuuu filipkrt,positive
Worth the money,looks pretty and good chamber light is not available as shown in technical specifications by flipkart it is disappointing,Positive
Delightful,worth for money ,positive
Worth the money,100100 awesome product by flipkart ,positive
Just okay,nice,
Classy product,fantastic started with grilled chicken,positive
Value-for-money,ok k,neutral
Awesome,good product valuable price flipkart brand very good nice product,positive
Just wow!,great product by flipkart i tried biscuits and sabudana vada with few drops of oil and find nice results otg oven cook everything nicely i buy in sale in 2700 rs 18 liters so till date i am happy thanks flipkart marq,positive
Nice,this marq oven is look good and also working properly but back side and down side of the oven giving electric shock and inside also when you will take out cake or any thing from over it will give you electric shock so i refer you dont buy this marq microphone ,neutral
Good quality product,good but take 36 ltr,neutral
Worth the money,good product,positive
Must buy!,super,positive
Delightful,working fine,positive
Good quality product,good product,positive
Just wow!,works well,positive
Excellent,product is good,positive
Mind-blowing purchase,nice product,positive
Terrible product,power button is not working,negative
Wonderful,nice product value for money it takes to much time to cook whole chicken but it is good,positive
Mind-blowing purchase,good otg,Positive
Pretty good,nice,positive
Terrific,i received today and already cooked two meals packaging was perfect utensils are very very helpful and it worked perfectly i hope it continues like this ,positive
Wonderful,very good,positive
Worth every penny,awesome,positive
Wonderful,this is very good product my husband is very happy ,positive
Value-for-money,nice,
Good quality product,nice product and good quality but overall very heavy heat but ok,neutral
Terrific purchase,shandar,
Worth the money,just a good otg perform like a king but i cons no light were given inside the otg rest all ok,Neutral
Hated it!,bad product,negative
Must buy!,nice product,positive
Good choice,good ,positive
Excellent,very very very very good thanks for flipkart ,positive
Highly recommended,awesome,positive
Best in the market!,love it thanks flipkart ,positive
Awesome,good performance,positive
Must buy!,good,positive
Great product,i am very happy this is a nice product of flipkart,positive
Very Good,good,positive
Super!,very cute size and sufficient,positive
Value-for-money,good,positive
Excellent,good quality,positive
Nice product,nice and worth product better performance,Positive
Pretty good,nice,Positive
Highly recommended,gud,positive
Brilliant,at this price it is a good deal i purchased it during a big billion sale so got a discount good for small family,Positive
Super!,good ,positive
Bad quality,not light in it,negative
Excellent,awesome,positive
Super!,good,positive
Brilliant,super,Positive
Worth every penny,product is good as expected,positive
Horrible,product is making noise and turning on and off automatically raised the return request but no response please dont buy this product,Negative
Awesome,excellent,positive
Useless product,it gives shock,Negative
Awesome,superb,positive
Excellent,super,positive
Very poor,bad product and no support flipkart,negative
Best in the market!,nice product,Positive
Value-for-money,very good,Positive
Worth the money,very good,positive
Value-for-money,after 3 years used its now good,positive
Just wow!,thanks marq ,positive
Mind-blowing purchase,very nice,positive
Brilliant,i thank u flipkart,positive
Very Good,good,positive
Awesome,so nice product,positive
Very Good,good,positive
Awesome,so nice product,positive
Brilliant,superb,positive
Classy product,awesome product good for 4 to 6 family members if you look for a otg then go for it,Positive
Awesome,super,positive
Nice product,marq by flipkart oven best,positive
Best in the market!,a must buy product happy,positive
Super!,thanks flipkart,positive
Highly recommended,wonderful,positive
Wonderful,awesome ,positive
Best in the market!,good quality products,positive
Brilliant,very good product sufficient space for domestic purpose lightweight but instant heat compact size,positive
Awesome,superb,positive
Nice,good,positive
Mind-blowing purchase,its too much good product thank you,positive
Worth every penny,good product at such a low price it can cook everything what the other costlier otg could cooked,positive
Excellent,buy and use ,positive
Brilliant,super,positive
Absolute rubbish!,products is not useful because the process of heating is slow and it take too much time,negative
Must buy!,good thank you flipkart,Positive
Great product,in comparison to price the product is nice,positive
Does the job,good,
Delightful,very nice,positive
Mind-blowing purchase,very good product,
Terrific,very good,positive
Awesome,superb,positive
Highly recommended,very very awesome,positive
Mind-blowing purchase,good ovan,Positive
Excellent,happy ,positive
Awesome,very nice product its very easy to use thank you so much ,positive
Worth the money,good service thanks flipkart,positive
Must buy!,nice go for it ,positive
Awesome,very good,positive
Great product,very nice product ,positive
Waste of money!,i dont like this over,negative
Simply awesome,good product love this,Positive
Good,superb,positive
Wonderful,best value for money,
Fabulous!,good,positive
Just wow!,good quality product,positive
Awesome,thankyou filpkart,Positive
Excellent,mind blowing totally worth it in this price,Positive
Highly recommended,very nyc ,Positive
Highly recommended,works well happiness overloaded since i bought thismust have in kitchen great for pizza cakes paneer tikka chicken tikka chicken tandoori and much more ,positive
Must buy!,really nice,positive
Great product,very good product thank you flipkart,Positive
Fabulous!,very useful,
Must buy!,worth it,positive
Worth every penny,good product,positive
Terrible product,not working properly,negative
Perfect product!,nice,positive
Highly recommended,just wow a1 quality and must for whoever seeing this,positive
Must buy!,go for it,positive
Worth every penny,excellent vary good product for daily usage ,positive
Terrific purchase,thank you flipkart very good product,positive
Just wow!,good product ,positive
Awesome,thanks flipkart i am satisfied,positive
Nice product,its good otg at this price but roasting stiks are very thin,neutral
Really Nice,nice product,Positive
Wonderful,love it,positive
Delightful,excellent,Positive
Good quality product,very nice product thank you flipkart,positive
Worst experience ever!,work not properly hitting is poor,negative
Wonderful,good product valuable money,positive
Must buy!,good,positive
Mind-blowing purchase,awesome product,Positive
Highly recommended,overall good purchase,Positive
Brilliant,superb oven this range ,positive
Classy product,i like this product its heating power is awesome ,Positive
Wonderful,good good,positive
Perfect product!,nice product,positive
Fabulous!,nice product this very amazing,positive
Classy product,i dont like flipkarts own product but this is a genuine product looks like a quality product,neutral
Good quality product,it is very useful product,positive
Worth the money,very good worth of money thank you for flipkart providing marq otg and safe delivry with open box and first time i am very happy,positive
Great product,must buy product in a budget friendly amount with rich look and good quality,positive
Highly recommended,very very good product work for money,Positive
Terrific,super ,Positive
Delightful,product wise good but inner become rusted soon,neutral
Terrific,amazing flipkart,positive
Value-for-money,good product,positive
Highly recommended,great one easy to understand the function on time delivery by flipkart,Positive
Best in the market!,exact,neutral
Absolute rubbish!,waste of money,Negative
Worthless,no light inside,Negative
Excellent,nice product btw,positive
Very Good,very good,positive
Fair,the inside body of the oven has rusted after three months of use while it was claimed that it is of stainless steel,negative
Perfect product!,very very good experience good delivery boy,positive
Pretty good,i am satisfiedvary good product,positive
Wonderful,good,positive
Decent product,the timer is a spring coil and it stopped working after 34 months,negative
Just wow!,super,positive
Great product,nice,positive
Delightful,good product,positive
Classy product,good at first day use lets see for later,Positive
Awesome,nice product,positive
Highly recommended,its a nice product also available reasonable price save money and quality packaging very good very fast delivery i am very impressed,positive
Terrific purchase,nice,positive
Classy product,super,Positive
Value-for-money,excellent,positive
Excellent,good product,positive
Perfect product!,good product only con is cooking time buy higher watt oven for faster cookingtandoori chicken leg takes 40 mins including preheat,positive
Nice,ok,neutral
Value-for-money,very good,Positive
Excellent,excellent product for small family,positive
Fair,not up to the mark,Negative
Delightful,good product ,positive
Awesome,i love this product and good believer excellent cooking and good price,positive
Just wow!,very good product,Positive
Good choice,very good otg first made pizza and very proper making,positive
Simply awesome,awesome product as per my need quiet economic,positive
Fair,just okay worth product,positive
Great product,best oven on thise price segment really loved it thankq flipkart,positive
Highly recommended,its being 7 days im using this and in love with it this is really too good but on convention fan is not there,
Awesome,super marq 18litre otg i glad to inform you this item is very excellence i love pizza,positive
Really Nice,good product,positive
Perfect product!,verry good,
Classy product,i have purchase this but im writing this review means feedback now it is very good and very easy to switch it turn back simplycity and more attractive this is,positive
Brilliant,nice,positive
Worth every penny,it is really amazing product ,positive
Simply awesome,best,positive
Good,you have to cook for long long time and power consumption is very high,negative
Classy product,nice ,Positive
Super!,nice super,positive
Excellent,nice product easy to use for all beginners,positive
Really Nice,good,positive
Brilliant,good one,positive
Good quality product,nice product n also pocket friendly ,Positive
Excellent,nice,positive
Best in the market!,product quality is awsm as per mrpall good,positive
Just wow!,works well the outer body becomes hot but it does it works can save money spent on breads cookies n pizza,positive
Must buy!,go for it,positive
Fabulous!,very nice product value for money,positive
Super!,nice,positive
Worth the money,all good,positive
Excellent,i love this product,positive
Good choice,best use for small family 4 person,positive
Wonderful,good product i just loved it,positive
Mind-blowing purchase,suprb,positive
Fair,good product no light,positive
Simply awesome,nice,Positive
Value-for-money,nice,positive
Awesome,very nice product in this price range,positive
Does the job,not good money wasted product,negative
Awesome,very nice product with their prise,Positive
Perfect product!,good oven,Positive
Really Nice,good product,positive
Worth every penny,very good ,positive
Expected a better product,chicken is not good tease cant eat it its my rewards,negative
Just wow!,very nice product i am so happy,positive
Pretty good,good,positive
Pretty good,very nice,positive
Must buy!,it very classy and wonderful every one to buy this product worthful and cost effective,positive
Excellent,osm,positive
Really Nice,vary nice,positive
Pretty good,its very useful,positive
Worth the money,good product does the job just like an air fryer with extra volume,Positive
Worth every penny,good,positive
Classy product,best in this price range for grilling and baking,positive
Highly recommended,it is so good and budget friendly ,positive
Highly recommended,good deal,Positive
Wonderful,good,Positive
Super!,amazing resultstruly a very convienent and best for small families usekeep it up marqbest quality ,Positive
Terrific purchase,exalent,positive
Best in the market!,varey varey varey nice product,positive
Wonderful,nice product i like it,positive
Great product,superb,positive
Worth every penny,looks are great need to cook how can it cook well,Positive
Great product,loved cooking,positive
Worth every penny,value of money its very stylish easy to use affordable product as well as durableif you think about oven then marq is number one ,positive
Highly recommended,osam,Positive
Wonderful,nice product and delivery time very quick i like this product,positive
Mind-blowing purchase,good,positive
Wonderful,very good product ,positive
Super!,value for moneysuper fast delivery ,positive
Brilliant,good for small family of 23perfect for tandoor,positive
Highly recommended,dont buy worst experience ever,positive
Just wow!,nice products,positive
Terrific purchase,super best item,positive
Mind-blowing purchase,good,positive
Wonderful,nice product,positive
Excellent,cool,Positive
Fabulous!,nice,positive
Great product,very good product,positive
Simply awesome,nice product we enjoyed it,Positive
Worth every penny,good oven you can buy it this budget i really like this prodect thumba chennagide,positive
Value-for-money,good product fast delivery,positive
Perfect product!,good products,Positive
Terrific purchase,the best,positive
Perfect product!,just v nice,positive
Super!,nice product with good build quality,positive
Super!,very good product,Positive
Best in the market!,very good productvalue for money,positive
Wonderful,nice as expected,positive
Wonderful,ok ok,Neutral
Awesome,good product ,positive
Fabulous!,nice i am happy go for it,positive
Fair,gud,positive
Must buy!,afor beginner its a best otg i made criled chicken biscuit cake its best,positive
Best in the market!,very nice just i love it,positive
Wonderful,very nice thankyou flipkart ,positive
Highly recommended,osam soo good in this price thank u flipkart ,positive
Mind-blowing purchase,osm,positive
Terrific purchase,the image says it all the perfect better than dominos joeys pizzas can be made in this pav check biscuits checkcakes check toast check,positive
Pretty good,good product,Positive
Worth the money,very good product for baking easy to use,positive
Just wow!,very amazing product,positive
Worth every penny,really liked d product,positive
Excellent,good working excilent performance,positive
Simply awesome,wonderful product ,positive
Good,good,Positive
Fabulous!,nice,positive
Mind-blowing purchase,its very good product,positive
Highly recommended,good kwality,positive
Perfect product!,good product thank you flipkart,Positive
Awesome,good,positive
Delightful,worth for money,positive
Otg ,nice product,Positive
Excellent,very good,positive
Must buy!,good product ,positive
Does the job,good,Positive
Classy product,wonderful osm,positive
Best in the market!,nice product i am very happy,positive
Terrific purchase,very nice product,positive
Terrific,its very goodworking very fast love this,Positive
Terrific purchase,excellent,Positive
Wonderful,good product with good price,
Worth the money,nice,positive
Simply awesome,very good productnice design and very compact for small familythanks flipkart,positive
Worth the money,good product,positive
Just wow!,superb product,positive
Delightful,happy to use,positive
Perfect product!,wow its really amazing product im buying july 5 2021 a long time now rating in today may 23 2022its amazing product,Positive
Delightful,nice product,positive
Perfect product!,good,positive
Does the job,very good quality,positive
Good quality product,good product,Positive
Fair,for this price i should not complain about 18 ltr otg but for an otg it is really light weight and because due to this wait cut the surface of the oven heats alot it can burn your arm bad other than that it works real fine the built quality feels like its compromised,negative
Highly recommended,outstanding thank you flipkart,positive
Classy product,super cute nice,positive
Wonderful,super heating also good,positive
Super!,good product,positive
Mind-blowing purchase,i must say that my search of an otg ends here this is one the best product thank you flipkart for timely delivery and producing such a good product though its a made in china stampedthe user manual could be more easy,positive
Awesome,supurb,positive
Value for money,working very good since three months the clock is not very good in terms of usage but good value for the money,Neutral
Delightful,its good product in this range,positive
Best in the market!,awesome,positive
Could be way better,not up to the mark average range no light inside,negative
Pretty good,nice,positive
Terrific,filipkart is best service provider i liked thanks too filipkart,positive
Highly recommended,good problem,positive
Best in the market!,very nice product value of money love iteasy to use ,Positive
Perfect product!,superb very nice,positive
Brilliant,nice packing and amazing product,Positive
Terrific,super quality good working,positive
Brilliant,best productthank you flipkart,positive
Good choice,it was really good and easy to bake,positive
Wonderful,very nice,positive
Perfect product!,good,Positive
Brilliant,worth the price awesome product,positive
Nice product,nice,positive
Classy product,nice,Positive
Bad quality,poor,negative
Good choice,product is ok,positive
Value-for-money,good,positive
Mind-blowing purchase,good product,positive
Fabulous!,1no otg oven best product ,positive
Classy product,good,positive
Very Good,nice,Positive
Mind-blowing purchase,product is outstanding,Positive
Terrific,thanks flipkart,positive
Super!,hassam my wife always happy very good useful product must buy thanks flipkart,positive
Pretty good,good,positive
Terrific purchase,good product,positive
Delightful,good product,positive
Simply awesome,good,positive
Worth the money,great,Positive
Awesome,superb,Positive
Super!,nice product ,positive
Worth every penny,excellent otg best product on this price range,Positive
Brilliant,very good,Positive
Terrific,nice product i am happy ,Positive
Perfect product!,so nice product iam so happy thank you flipkart,positive
Nice product,good one,positive
Perfect product!,its good,positive
Perfect product!,good item,positive
Does the job,not suitable for grilled chicken,negative
Just wow!,good product,positive
Good choice,good product,positive
Best in the market!,awesome,Positive
Good quality product,good,positive
Very Good,nice,positive
Super!,super otg,positive
Delightful,nice,positive
Best in the market!,great product,positive
Great product,nice product and nice flipkart delivery,positive
Worth every penny,good easy to handle,positive
Super!,superrr awesome product,positive
Fabulous!,what would you need in this amount best product at this price range,positive
Mind-blowing purchase,good product,Positive
Wonderful,nice and very good product,positive
Wonderful,nice product,positive
Best in the market!,its just way more better then what the customer expects,positive
Fair,good,Positive
Mind-blowing purchase,good product really good,positive
Simply awesome,awesome ,positive
Simply awesome,supar performance the best price,positive
Wonderful,awesome,positive
Fabulous!,really mind blowing looking super super,positive
Wonderful,good in this range,positive
Brilliant,so good love this tq flpker,positive
Just wow!,very impressive nature,positive
Nice product,it is good,positive
Terrific purchase,it is amazing ,positive
Mind-blowing purchase,best in this price,positive
Fabulous!,very good ,positive
Does the job,received the product without screwers if you are buying the product verify all accessories are there in the package at the time of delivery overall good product at this price,positive
Terrific,good product,positive
Terrific purchase,good product,Positive
Awesome,good,positive
Excellent,good,Positive
Very Good,value for money,Positive
Must buy!,lovely product fully satisfied ,positive
Worth every penny,nice and good quality,positive
Just okay,i m so happy ,Positive
Pretty good,nice product,Positive
Super!,very good ,positive
Awesome,great,Positive
Terrific purchase,nice product of marq company marq company is goodthankyou flipkart for giving us fast delivery,Positive
Perfect product!,good product for small shops and restaurants,positive
Does the job,nice ,positive
Nice,good product,positive
Very Good,nice product,positive
Delightful,ok,Neutral
Super!,value for money,positive
